,title,genres,tmdbId
2441,Patriot Games,Action|Crime|Drama|Thriller,9869.0
2442,"Bodyguard, The",Drama|Romance|Thriller,619.0
2443,Death Becomes Her,Comedy|Fantasy,9374.0
2458,Scream 3,Comedy|Horror|Mystery|Thriller,4234.0
2460,"Boondock Saints, The",Action|Crime|Drama|Thriller,8374.0
2466,"Beach, The",Adventure|Drama,1907.0
2475,Pitch Black,Horror|Sci-Fi|Thriller,2787.0
2476,"Whole Nine Yards, The",Comedy|Crime,2069.0
2480,City Lights,Comedy|Drama|Romance,901.0
2505,"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,622.0
2511,Dog Day Afternoon,Crime|Drama,968.0
2523,JFK,Drama|Mystery|Thriller,820.0
2543,Erin Brockovich,Drama,462.0
2544,Final Destination,Drama|Thriller,9532.0
2550,Thelma & Louise,Adventure|Crime|Drama,1541.0
2567,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1498.0
2576,"Good Morning, Vietnam",Comedy|Drama|War,801.0
2586,Modern Times,Comedy|Drama|Romance,3082.0
2592,Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,840.0
2601,High Fidelity,Comedy|Drama|Romance,243.0
2602,"Road to El Dorado, The",Animation|Children,10501.0
2604,Hook,Adventure|Comedy|Fantasy,879.0
2610,Misery,Drama|Horror|Thriller,1700.0
2620,Frequency,Drama|Thriller,10559.0
2632,Predator,Action|Sci-Fi|Thriller,106.0
2637,American Psycho,Crime|Horror|Mystery|Thriller,1359.0
2654,"Virgin Suicides, The",Drama|Romance,1443.0
2670,Gladiator,Action|Adventure|Drama,98.0
2690,Dinosaur,Adventure|Animation|Children,10567.0
2692,Road Trip,Comedy,9285.0
2696,Mission: Impossible II,Action|Adventure|Thriller,955.0
2697,Shanghai Noon,Action|Adventure|Comedy|Western,8584.0
2704,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,668.0
2706,"Spy Who Loved Me, The",Action|Adventure|Thriller,691.0
2708,Moonraker,Action|Adventure|Sci-Fi|Thriller,698.0
2709,"Man with the Golden Gun, The",Action|Adventure|Thriller,682.0
2713,Big Momma's House,Comedy,9600.0
2729,Blazing Saddles,Comedy|Western,11072.0
2734,Eraserhead,Drama|Horror,985.0
2739,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,938.0
2755,Predator 2,Action|Sci-Fi|Thriller,169.0
2756,"Running Man, The",Action|Sci-Fi,865.0
2760,Mad Max,Action|Adventure|Sci-Fi,9659.0
2761,"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi|Thriller,8810.0
2762,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,9355.0
2775,Gone in 60 Seconds,Action|Crime,9679.0
2794,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,6978.0
2802,Chicken Run,Animation|Children|Comedy,7443.0
2803,"Me, Myself & Irene",Adventure|Comedy,2123.0
2804,"Patriot, The",Action|Drama|War,2024.0
2806,"Perfect Storm, The",Drama|Thriller,2133.0
2824,Scary Movie,Comedy|Horror,4247.0
2830,Footloose,Drama,1788.0
2832,X-Men,Action|Adventure|Sci-Fi,36657.0
2836,What Lies Beneath,Drama|Horror|Mystery,2655.0
2855,Coyote Ugly,Comedy|Drama|Romance,6282.0
2856,Hollow Man,Horror|Sci-Fi|Thriller,9383.0
2884,"Cell, The",Drama|Horror|Thriller,8843.0
2887,"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance,37136.0
2888,"Naked Gun 2 1/2: The Smell of Fear, The",Comedy,37137.0
2895,Bring It On,Comedy,1588.0
2903,Almost Famous,Drama,786.0
2916,Remember the Titans,Drama,10637.0
2917,Hellraiser,Horror,9003.0
2940,Meet the Parents,Comedy,1597.0
2941,Requiem for a Dream,Drama,641.0
2955,Billy Elliot,Drama,71.0
2956,Bedazzled,Comedy,1636.0
2957,Pay It Forward,Drama,10647.0
2962,Charlie's Angels,Action|Comedy,4327.0
2964,Little Nicky,Comedy,9678.0
2965,Men of Honor,Drama,11978.0
2968,Diamonds Are Forever,Action|Adventure|Thriller,681.0
2970,"6th Day, The",Action|Sci-Fi|Thriller,8452.0
2972,How the Grinch Stole Christmas (a.k.a. The Grinch),Children|Comedy|Fantasy,8871.0
2978,Unbreakable,Drama|Sci-Fi,9741.0
2979,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Action|Drama|Romance,146.0
2984,"Planes, Trains & Automobiles",Comedy,2609.0
2986,"Living Daylights, The",Action|Adventure|Thriller,708.0
2988,Wall Street,Drama,10673.0
2992,Snatch,Comedy|Crime|Thriller,107.0
2994,Chocolat,Drama|Romance,392.0
2995,"Dude, Where's My Car?",Comedy|Sci-Fi,8859.0
2996,"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy,11688.0
2998,What Women Want,Comedy|Romance,3981.0
3002,Cast Away,Drama,8358.0
3003,"Family Man, The",Comedy|Drama|Romance,5994.0
3005,Miss Congeniality,Comedy|Crime,1493.0
3006,"O Brother, Where Art Thou?",Adventure|Comedy|Crime,134.0
3012,Traffic,Crime|Drama|Thriller,1900.0
3046,Beverly Hills Cop II,Action|Comedy|Crime|Thriller,96.0
3047,Beverly Hills Cop,Action|Comedy|Crime|Drama,90.0
3055,Empire of the Sun,Action|Adventure|Drama|War,10110.0
3057,"Evil Dead, The",Fantasy|Horror|Thriller,764.0
3071,"Lost Boys, The",Comedy|Horror|Thriller,1547.0
3086,Hannibal,Horror|Thriller,9740.0
3097,"Mexican, The",Action|Comedy,6073.0
3133,Enemy at the Gates,Drama|War,853.0
3136,Memento,Mystery|Thriller,77.0
3140,Spy Kids,Action|Adventure|Children|Comedy,10054.0
3143,Amores Perros (Love's a Bitch),Drama|Thriller,55.0
3147,Blow,Crime|Drama,4133.0
3152,Bridget Jones's Diary,Comedy|Drama|Romance,634.0
3162,Scarface,Action|Crime|Drama,111.0
3167,"Mummy Returns, The",Action|Adventure|Comedy|Thriller,1734.0
3185,"Knight's Tale, A",Action|Comedy|Romance,9476.0
3189,Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,808.0
3191,Moulin Rouge,Drama|Musical|Romance,824.0
3192,Pearl Harbor,Action|Drama|Romance|War,676.0
3202,"Magnificent Seven, The",Adventure|Western,966.0
3211,Evolution,Comedy|Sci-Fi,9397.0
3212,Swordfish,Action|Crime|Drama,9705.0
3217,Point Break,Action|Crime|Thriller,1089.0
3225,Atlantis: The Lost Empire,Adventure|Animation|Children|Fantasy,10865.0
3226,Lara Croft: Tomb Raider,Action|Adventure,1995.0
3228,"Fast and the Furious, The",Action|Crime|Thriller,9799.0
3229,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,644.0
3241,Scary Movie 2,Comedy,4248.0
3281,Final Fantasy: The Spirits Within,Adventure|Animation|Fantasy|Sci-Fi,2114.0
3282,Legally Blonde,Comedy|Romance,8835.0
3312,Coming to America,Comedy|Romance,9602.0
3331,"Land Before Time, The",Adventure|Animation|Children|Fantasy,12144.0
3347,Short Circuit,Comedy|Sci-Fi,2605.0
3350,They Live,Action|Sci-Fi|Thriller,8337.0
3352,Twins,Comedy,9493.0
3358,Bill & Ted's Excellent Adventure,Adventure|Comedy|Sci-Fi,1648.0
3391,Look Who's Talking,Comedy|Romance,9494.0
3404,Jurassic Park III,Action|Adventure|Sci-Fi|Thriller,331.0
3409,Planet of the Apes,Action|Adventure|Drama|Sci-Fi,869.0
3425,Tango & Cash,Action|Comedy|Crime|Thriller,9618.0
3441,"Princess Diaries, The",Children|Comedy|Romance,9880.0
3442,Rush Hour 2,Action|Comedy,5175.0
3454,American Pie 2,Comedy,2770.0
3456,"Others, The",Drama|Horror|Mystery|Thriller,1933.0
3462,Rat Race,Comedy,9896.0
3465,Jay and Silent Bob Strike Back,Adventure|Comedy,2294.0
3472,Jeepers Creepers,Horror,8922.0
3490,Training Day,Crime|Drama|Thriller,2034.0
3520,Zoolander,Comedy,9398.0
3524,Serendipity,Comedy|Romance,9778.0
3539,Mulholland Drive,Crime|Drama|Film-Noir|Mystery|Thriller,1018.0
3543,Dirty Harry,Action|Crime|Thriller,984.0
3549,From Hell,Crime|Horror|Mystery|Thriller,768.0
3554,K-PAX,Drama|Fantasy|Mystery|Sci-Fi,167.0
3555,Thirteen Ghosts (a.k.a. Thir13en Ghosts),Horror|Thriller,9378.0
3557,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,141.0
3563,"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy,585.0
3564,"One, The",Action|Sci-Fi|Thriller,10796.0
3567,Shallow Hal,Comedy|Fantasy|Romance,9889.0
3569,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),Adventure|Children|Fantasy,671.0
3573,Spy Game,Action|Crime|Drama|Thriller,1535.0
3605,Behind Enemy Lines,Action|Drama|War,8007.0
3609,Ocean's Eleven,Crime|Thriller,161.0
3617,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",Comedy|Romance,194.0
3618,Not Another Teen Movie,Comedy,11397.0
3619,Vanilla Sky,Mystery|Romance|Sci-Fi|Thriller,1903.0
3623,"Royal Tenenbaums, The",Comedy|Drama,9428.0
3633,"Lord of the Rings: The Fellowship of the Ring, The",Adventure|Fantasy,120.0
3635,"Beautiful Mind, A",Drama|Romance,453.0
3640,Ali,Drama,8489.0
3641,Black Hawk Down,Action|Drama|War,855.0
3645,I Am Sam,Drama,10950.0
3671,The Count of Monte Cristo,Action|Adventure|Drama|Thriller,11362.0
3673,"Walk to Remember, A",Drama|Romance,10229.0
3698,John Q,Crime|Drama|Thriller,8470.0
3719,We Were Soldiers,Action|Drama|War,10590.0
3726,"Time Machine, The",Action|Adventure|Sci-Fi,2135.0
3740,Ice Age,Adventure|Animation|Children|Comedy,425.0
3741,Resident Evil,Action|Horror|Sci-Fi|Thriller,1576.0
3759,Blade II,Action|Horror|Thriller,36586.0
3765,Panic Room,Thriller,4547.0
3774,National Lampoon's Van Wilder,Comedy,11452.0
3778,Rashomon (Rashômon),Crime|Drama|Mystery,548.0
3785,My Big Fat Greek Wedding,Comedy|Romance,8346.0
3794,The Scorpion King,Action|Adventure|Fantasy|Thriller,9334.0
3814,Spider-Man,Action|Adventure|Sci-Fi|Thriller,557.0
3826,About a Boy,Comedy|Drama|Romance,245.0
3827,Star Wars: Episode II - Attack of the Clones,Action|Adventure|Sci-Fi|IMAX,1894.0
3834,Insomnia,Action|Crime|Drama|Mystery|Thriller,320.0
3835,Spirit: Stallion of the Cimarron,Adventure|Animation|Children|Western,9023.0
3840,"Sum of All Fears, The",Drama|Thriller,4614.0
3849,"Bourne Identity, The",Action|Mystery|Thriller,2501.0
3850,Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery,9637.0
3867,Lilo & Stitch,Adventure|Animation|Children|Sci-Fi,11544.0
3868,Minority Report,Action|Crime|Mystery|Sci-Fi|Thriller,180.0
3872,Mr. Deeds,Comedy|Romance,2022.0
3880,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Action|Comedy|Sci-Fi,608.0
3884,Reign of Fire,Action|Adventure|Fantasy,6278.0
3885,Road to Perdition,Crime|Drama,4147.0
3897,Stuart Little 2,Children|Comedy,10996.0
3898,Austin Powers in Goldmember,Comedy,818.0
3910,Signs,Horror|Sci-Fi|Thriller,2675.0
3912,Spy Kids 2: The Island of Lost Dreams,Adventure|Children,9488.0
3915,xXx,Action|Crime|Thriller,7451.0
3926,One Hour Photo,Drama|Thriller,9357.0
3935,Hot Shots!,Action|Comedy|Romance|War,9595.0
3951,"Transporter, The",Action|Crime,4108.0
3979,Spirited Away (Sen to Chihiro no kamikakushi),Adventure|Animation|Fantasy,129.0
3982,"Tuxedo, The",Action|Comedy,10771.0
3986,Red Dragon,Crime|Mystery|Thriller,9533.0
4007,Bowling for Columbine,Documentary,1430.0
4010,Punch-Drunk Love,Comedy|Drama|Romance,8051.0
4013,"Ring, The",Horror|Mystery|Thriller,565.0
4020,Grave of the Fireflies (Hotaru no haka),Animation|Drama|War,12477.0
4053,Ghost Ship,Horror,9645.0
4068,8 Mile,Drama,65.0
4070,Harry Potter and the Chamber of Secrets,Adventure|Fantasy,672.0
4090,Die Another Day,Action|Adventure|Thriller,36669.0
4099,Treasure Planet,Adventure|Animation|Children|Sci-Fi|IMAX,9016.0
4111,Adaptation,Comedy|Drama|Romance,2757.0
4112,Equilibrium,Action|Sci-Fi|Thriller,7299.0
4125,Maid in Manhattan,Comedy|Romance,7303.0
4126,Star Trek: Nemesis,Action|Drama|Sci-Fi|Thriller,201.0
4131,"Lord of the Rings: The Two Towers, The",Adventure|Fantasy,121.0
4133,25th Hour,Crime|Drama,1429.0
4135,Gangs of New York,Crime|Drama,3131.0
4136,Two Weeks Notice,Comedy|Romance,2642.0
4144,My Girl,Comedy|Drama|Romance,4032.0
4145,My Neighbor Totoro (Tonari no Totoro),Animation|Children|Drama|Fantasy,8392.0
4153,Catch Me If You Can,Crime|Drama,640.0
4155,Chicago,Comedy|Crime|Drama|Musical,1574.0
4156,"Hours, The",Drama|Romance,590.0
4159,"Pianist, The",Drama|War,423.0
4170,City of God (Cidade de Deus),Action|Adventure|Crime|Drama|Thriller,598.0
4191,Final Destination 2,Horror|Thriller,9358.0
4192,"Recruit, The",Action|Thriller,1647.0
4221,How to Lose a Guy in 10 Days,Comedy|Romance,9919.0
4222,Shanghai Knights,Action|Adventure|Comedy,6038.0
4223,Daredevil,Action|Crime,9480.0
4238,"Life of David Gale, The",Crime|Drama|Thriller,11615.0
4239,Old School,Comedy,11635.0
4251,Tears of the Sun,Action|Drama|Thriller,9567.0
4252,Irreversible (Irréversible),Crime|Drama|Mystery|Thriller,979.0
4256,Bend It Like Beckham,Comedy|Drama|Romance,455.0
4275,Dreamcatcher,Drama|Horror|Sci-Fi|Thriller,6171.0
4280,"Core, The",Action|Drama|Sci-Fi|Thriller,9341.0
4291,Phone Booth,Drama|Thriller,1817.0
4295,Anger Management,Comedy,9506.0
4321,Identity,Crime|Horror|Mystery|Thriller,2832.0
4328,X2: X-Men United,Action|Adventure|Sci-Fi|Thriller,36658.0
4333,Daddy Day Care,Children|Comedy,10708.0
4342,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,10515.0
4345,"Matrix Reloaded, The",Action|Adventure|Sci-Fi|Thriller|IMAX,604.0
4350,Bruce Almighty,Comedy|Drama|Fantasy|Romance,310.0
4354,Finding Nemo,Adventure|Animation|Children|Comedy,12.0
4355,"Italian Job, The",Action|Crime,9654.0
4356,Wrong Turn,Horror|Thriller,9902.0
4359,"2 Fast 2 Furious (Fast and the Furious 2, The)",Action|Crime|Thriller,584.0
4383,Barton Fink,Drama|Thriller,290.0
4402,28 Days Later,Action|Horror|Sci-Fi,170.0
4403,Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime|Thriller,9471.0
4416,Hulk,Action|Adventure|Sci-Fi,1927.0
4419,Terminator 3: Rise of the Machines,Action|Adventure|Sci-Fi,296.0
4421,Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Comedy|Fantasy,22.0
4422,"League of Extraordinary Gentlemen, The (a.k.a. LXG)",Action|Fantasy|Sci-Fi,8698.0
4426,Bad Boys II,Action|Comedy|Crime|Thriller,8961.0
4428,Johnny English,Action|Comedy|Thriller,9486.0
4439,Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Comedy|Romance|Thriller,1996.0
4441,Spy Kids 3-D: Game Over,Action|Adventure|Children,12279.0
4455,American Wedding (American Pie 3),Comedy,8273.0
4460,Freaky Friday,Children|Comedy|Fantasy,10330.0
4461,S.W.A.T.,Action|Thriller,9257.0
4471,Freddy vs. Jason,Action|Horror|Thriller,6466.0
4474,Shaolin Soccer (Siu lam juk kau),Action|Comedy,11770.0
4492,Tremors,Comedy|Horror|Sci-Fi,9362.0
4496,Commando,Action|Adventure,10999.0
4519,Matchstick Men,Comedy|Crime|Drama,7270.0
4520,Once Upon a Time in Mexico,Action|Adventure|Crime|Thriller,1428.0
4522,Lost in Translation,Comedy|Drama|Romance,153.0
4541,Underworld,Action|Fantasy|Horror,277.0
4544,Duplex,Comedy|Crime,7288.0
4545,"Rundown, The",Action|Adventure|Comedy,10159.0
4552,Videodrome,Fantasy|Horror|Sci-Fi|Thriller,837.0
4574,Monty Python's The Meaning of Life,Comedy,4543.0
4600,School of Rock,Comedy|Musical,1584.0
4604,Mystic River,Crime|Drama|Mystery,322.0
4607,Kill Bill: Vol. 1,Action|Crime|Thriller,24.0
4609,"Texas Chainsaw Massacre, The",Horror,9373.0
4617,Scary Movie 3,Comedy|Horror,4256.0
4618,Brother Bear,Adventure|Animation|Children,10009.0
4631,"Matrix Revolutions, The",Action|Adventure|Sci-Fi|Thriller|IMAX,605.0
4633,Elf,Children|Comedy|Fantasy,10719.0
4636,Love Actually,Comedy|Drama|Romance,508.0
4640,Master and Commander: The Far Side of the World,Adventure|Drama|War,8619.0
4645,Gothika,Horror|Thriller,4970.0
4646,21 Grams,Crime|Drama|Mystery|Romance|Thriller,470.0
4648,Bad Santa,Comedy|Crime,10147.0
4649,"Haunted Mansion, The",Children|Comedy|Fantasy|Horror,10756.0
4664,WarGames,Drama|Sci-Fi|Thriller,860.0
4683,Kindergarten Cop,Action|Comedy|Crime|Thriller,951.0
4685,"Last Boy Scout, The",Action|Comedy|Crime|Drama|Thriller,9319.0
4696,Battle Royale (Batoru rowaiaru),Action|Drama|Horror|Thriller,3176.0
4755,Hero (Ying xiong),Action|Adventure|Drama,79.0
4760,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Adventure|Animation|Drama|Fantasy|Sci-Fi,81.0
4786,"Last Samurai, The",Action|Adventure|Drama|War,616.0
4787,Big Fish,Drama|Fantasy|Romance,587.0
4791,"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy,122.0
4796,Monster,Crime|Drama,504.0
4797,Cheaper by the Dozen,Children|Comedy,11007.0
4798,Cold Mountain,Drama|Romance|War,2289.0
4799,Paycheck,Action|Sci-Fi|Thriller,9620.0
4800,Peter Pan,Action|Adventure|Children|Fantasy,10601.0
4805,Along Came Polly,Comedy|Romance,5966.0
4842,The Butterfly Effect,Drama|Sci-Fi|Thriller,1954.0
4853,"Dreamers, The",Drama,1278.0
4858,50 First Dates,Comedy|Romance,1824.0
4875,EuroTrip,Adventure|Comedy,9352.0
4876,"Passion of the Christ, The",Drama,615.0
4880,"Good bye, Lenin!",Comedy|Drama,338.0
4882,Starsky & Hutch,Action|Comedy|Crime|Thriller,9384.0
4892,"Girl Next Door, The",Comedy|Romance,10591.0
4893,Secret Window,Mystery|Thriller,1586.0
4899,Dawn of the Dead,Action|Drama|Horror|Thriller,924.0
4900,Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi,38.0
4906,Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery,11024.0
4907,Dogville,Drama|Mystery|Thriller,553.0
4909,Hellboy,Action|Adventure|Fantasy|Horror,1487.0
4914,Ella Enchanted,Comedy|Fantasy|Romance,14442.0
4918,Dawn of the Dead,Action|Drama|Horror,923.0
4926,Kill Bill: Vol. 2,Action|Drama|Thriller,393.0
4927,"Punisher, The",Action|Crime|Thriller,7220.0
4930,13 Going on 30,Comedy|Fantasy|Romance,10096.0
4931,Man on Fire,Action|Crime|Drama|Mystery|Thriller,9509.0
4935,Mean Girls,Comedy,10625.0
4936,Van Helsing,Action|Adventure|Fantasy|Horror,7131.0
4939,Troy,Action|Adventure|Drama|War,652.0
4945,Enter the Dragon,Action|Crime,9461.0
4956,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,667.0
4957,Octopussy,Action|Adventure|Thriller,700.0
5011,"Warriors, The",Action|Adventure|Crime|Thriller,11474.0
5063,Infernal Affairs (Mou gaan dou),Crime|Drama|Thriller,10775.0
5148,Escape from Alcatraz,Drama|Thriller,10734.0
5150,Shrek 2,Adventure|Animation|Children|Comedy|Musical|Romance,809.0
5151,"Day After Tomorrow, The",Action|Adventure|Drama|Sci-Fi|Thriller,435.0
5156,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|IMAX,673.0
5159,"Chronicles of Riddick, The",Action|Sci-Fi|Thriller,2789.0
5160,Garfield: The Movie,Animation|Children|Comedy,8920.0
5163,Napoleon Dynamite,Comedy,8193.0
5190,Super Size Me,Comedy|Documentary|Drama,9372.0
5211,Around the World in 80 Days,Adventure|Children|Comedy,10204.0
5212,Dodgeball: A True Underdog Story,Comedy,9472.0
5213,"Terminal, The",Comedy|Drama|Romance,594.0
5215,White Chicks,Action|Comedy|Crime,12153.0
5217,"Notebook, The",Drama|Romance,11036.0
5236,Taxi,Action|Comedy,2330.0
5250,Spider-Man 2,Action|Adventure|Sci-Fi|IMAX,558.0
5251,Before Sunset,Drama|Romance,80.0
5252,King Arthur,Action|Adventure|Drama|War,9477.0
5253,Anchorman: The Legend of Ron Burgundy,Comedy,8699.0
5254,"Cinderella Story, A",Comedy|Romance,11247.0
5255,"I, Robot",Action|Adventure|Sci-Fi|Thriller,2048.0
5259,"Bourne Supremacy, The",Action|Crime|Thriller,2502.0
5260,Catwoman,Action|Crime|Fantasy,314.0
5290,"Village, The",Drama|Mystery|Thriller,6947.0
5291,Garden State,Comedy|Drama|Romance,401.0
5294,Collateral,Action|Crime|Drama|Thriller,1538.0
5298,Harold and Kumar Go to White Castle,Adventure|Comedy,11282.0
5299,"Princess Diaries 2: Royal Engagement, The",Comedy|Romance,11130.0
5301,AVP: Alien vs. Predator,Action|Horror|Sci-Fi|Thriller,395.0
5316,Cellular,Action|Crime|Drama|Mystery|Thriller,9759.0
5317,Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,1577.0
5319,Sky Captain and the World of Tomorrow,Action|Adventure|Sci-Fi,5137.0
5324,Shaun of the Dead,Comedy|Horror,747.0
5331,Shark Tale,Animation|Children|Comedy,10555.0
5336,Primer,Drama|Sci-Fi,14337.0
5339,Team America: World Police,Action|Adventure|Animation|Comedy,3989.0
5352,"Grudge, The",Horror|Mystery|Thriller,1970.0
5354,Sideways,Comedy|Drama|Romance,9675.0
5355,The Machinist,Drama|Mystery|Thriller,4553.0
5360,Saw,Horror|Mystery|Thriller,176.0
5361,Ray,Drama,1677.0
5363,"Incredibles, The",Action|Adventure|Animation|Children|Comedy,9806.0
5365,"Polar Express, The",Adventure|Animation|Children|Fantasy|IMAX,5255.0
5369,Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,9801.0
5370,Finding Neverland,Drama,866.0
5371,National Treasure,Action|Adventure|Drama|Mystery|Thriller,2059.0
5373,"SpongeBob SquarePants Movie, The",Adventure|Animation|Children|Comedy,11836.0
5374,Alexander,Action|Adventure|Drama|War,1966.0
5377,Closer,Drama|Romance,2288.0
5379,House of Flying Daggers (Shi mian mai fu),Action|Drama|Romance,9550.0
5380,Ocean's Twelve,Action|Comedy|Crime|Thriller,163.0
5381,Blade: Trinity,Action|Fantasy|Horror|Thriller,36648.0
5388,Love Me If You Dare (Jeux d'enfants),Drama|Romance,8424.0
5533,Kiki's Delivery Service (Majo no takkyûbin),Adventure|Animation|Children|Drama|Fantasy,16859.0
5559,Porco Rosso (Crimson Pig) (Kurenai no buta),Adventure|Animation|Comedy|Fantasy|Romance,11621.0
5592,"Lion King II: Simba's Pride, The",Adventure|Animation|Children|Musical|Romance,9732.0
5623,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),Adventure|Comedy|Fantasy,2899.0
5653,"Lion King 1½, The",Adventure|Animation|Children|Comedy,11430.0
5667,Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy,11774.0
5682,Old Boy,Mystery|Thriller,670.0
5686,"Jacket, The",Drama|Mystery|Sci-Fi|Thriller,9667.0
5689,Ong-Bak: The Thai Warrior (Ong Bak),Action|Thriller,9316.0
5693,"Chorus, The (Choristes, Les)",Drama,5528.0
5701,Layer Cake,Crime|Drama|Thriller,4836.0
5705,"Ring Two, The",Drama|Horror|Mystery|Thriller,10320.0
5716,"Scanner Darkly, A",Animation|Drama|Mystery|Sci-Fi|Thriller,3509.0
5719,Million Dollar Baby,Drama,70.0
5721,Hotel Rwanda,Drama|War,205.0
5722,Charlie and the Chocolate Factory,Adventure|Children|Comedy|Fantasy|IMAX,118.0
5724,"Life Aquatic with Steve Zissou, The",Adventure|Comedy|Fantasy,421.0
5725,"Aviator, The",Drama,2567.0
5726,"Phantom of the Opera, The",Drama|Musical|Romance,9833.0
5730,Meet the Fockers,Comedy,693.0
5753,Elektra,Action|Adventure|Crime|Drama,9947.0
5755,Coach Carter,Drama,7214.0
5761,"Downfall (Untergang, Der)",Drama|War,613.0
5765,Hide and Seek,Horror|Mystery|Thriller,11096.0
5777,Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance,4935.0
5780,Hitch,Comedy|Romance,8488.0
5783,Constantine,Action|Fantasy|Horror|Thriller,561.0
5791,Kung Fu Hustle (Gong fu),Action|Comedy,9470.0
5801,"Pacifier, The",Action|Comedy,10022.0
5804,Hostage,Action|Crime|Drama|Thriller,2026.0
5805,Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,9928.0
5834,Sin City,Action|Crime|Film-Noir|Mystery|Thriller,187.0
5836,Sahara,Action|Adventure|Comedy,7364.0
5856,"Hitchhiker's Guide to the Galaxy, The",Adventure|Comedy|Sci-Fi,7453.0
5857,"Amityville Horror, The",Horror|Thriller,10065.0
5866,xXx: State of the Union,Action|Crime|Thriller,11679.0
5867,Kingdom of Heaven,Action|Drama|Romance|War,1495.0
5868,House of Wax,Horror|Thriller,10066.0
5869,Crash,Crime|Drama,1640.0
5879,Unleashed (Danny the Dog),Action|Crime|Drama|Thriller,10027.0
5880,Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Sci-Fi,1895.0
5885,Madagascar,Adventure|Animation|Children|Comedy,953.0
5889,"Longest Yard, The",Comedy|Drama,9291.0
5891,Cinderella Man,Drama|Romance,921.0
5895,Mr. & Mrs. Smith,Action|Adventure|Comedy|Romance,787.0
5901,Batman Begins,Action|Crime|IMAX,272.0
5905,Herbie: Fully Loaded,Adventure|Comedy|Romance,11451.0
5907,Bewitched,Comedy|Fantasy|Romance,9722.0
5915,War of the Worlds,Action|Adventure|Sci-Fi|Thriller,74.0
5920,Fantastic Four,Action|Adventure|Sci-Fi,9738.0
5922,Wedding Crashers,Comedy|Romance,9522.0
5927,"Island, The",Action|Sci-Fi|Thriller,1635.0
5932,Sky High,Action|Adventure|Children|Comedy,11459.0
5938,Serenity,Action|Adventure|Sci-Fi,16320.0
5945,"Skeleton Key, The",Drama|Horror|Mystery|Thriller,9913.0
5946,Four Brothers,Action|Crime|Drama,8292.0
5955,"40-Year-Old Virgin, The",Comedy|Romance,6957.0
5956,Red Eye,Horror|Thriller,11460.0
5961,"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,4442.0
5965,Transporter 2,Action|Crime|Thriller,9335.0
5966,Just Like Heaven,Comedy|Fantasy|Romance,9007.0
5968,Lord of War,Action|Crime|Drama|Thriller|War,1830.0
5977,Doom,Action|Horror|Sci-Fi,8814.0
5978,Domino,Crime|Drama|Thriller,9923.0
5980,Aeon Flux,Action|Sci-Fi,8202.0
5986,"Exorcism of Emily Rose, The",Crime|Drama|Horror|Thriller,8643.0
5987,Flightplan,Action|Drama|Thriller,9315.0
5988,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,3933.0
5989,Green Street Hooligans (a.k.a. Hooligans),Crime|Drama,8923.0
